url,use_of_ip,abnormal_url,count_.,count_www,count_@,count_dir,count_embed_domain,short_url,count%,count?,count-,count=,url_length,count_https,count_http,hostname_length,sus_url,fd_length,tld_length,count_digits,count_letters,type_code
carter.house.gov/index.html,0,0,3,0,0,1,0,0,0,0,0,0,27,0,0,0,0,10,-1,0,23,0
http://qz.com/374528/why-latin-american-basket-case-economies-have-the-best-performing-stock-markets-on-earth/,0,1,1,0,0,3,0,0,0,0,13,0,110,0,1,6,0,6,3,6,84,0
cooperativefuneraire.ca/obituaries/obitList.asp?Lastname=P,0,0,2,0,0,2,0,0,0,1,0,1,58,0,0,0,0,10,-1,0,52,0
visitkc.com/member-details/index.aspx?id=30176,0,0,2,0,0,2,0,0,0,1,1,1,46,0,0,0,0,14,-1,5,34,0
airliners.net/search/photo.search?regsearch=D-CFMB,0,0,2,0,0,2,0,0,0,1,1,1,50,0,0,0,0,6,-1,0,43,0
http://147.124.215.110/evernew/Newcomo.zip,1,1,4,0,0,2,0,0,0,0,0,0,42,0,1,15,0,7,-1,12,21,0
www.madjacksports.com/forum/,0,0,2,1,0,2,0,0,0,0,0,0,28,0,0,0,0,5,-1,0,24,1
absoluteastronomy.com/topics/KIOI,0,0,1,0,0,2,0,0,0,0,0,0,33,0,0,0,0,6,-1,0,30,0
facebook.com/KingCountyElections,0,0,1,0,0,1,0,0,0,0,0,0,32,0,0,0,0,19,-1,0,30,0
www.rpg.net/news+reviews/reviews/rev_211.html,0,0,3,1,0,3,0,0,0,0,0,0,45,0,0,0,0,12,-1,3,34,1
https://medium.com/@__apf__/completely-truthful-answers-to-lady-engineer-questions-c47e3184cc96?source=has-recommended,0,1,1,0,1,2,0,0,0,1,8,1,118,1,1,10,0,8,3,8,89,0
https://paste.ee/d/rosejSTV/00,0,1,1,0,0,3,0,0,0,0,0,0,30,1,1,8,0,1,2,2,21,0
https://bit.ly/3AD1Ems,0,1,1,0,0,1,0,1,0,0,0,0,22,1,1,6,0,7,2,2,15,0
ultimate-guitar.com/tabs/cryptopsy_tabs.htm,0,0,2,0,0,2,0,0,0,0,1,0,43,0,0,0,0,4,-1,0,37,0
https://attmail-100212.weeblysite.com/,0,1,2,0,0,1,0,0,0,0,1,0,38,1,1,29,0,0,3,6,25,0
http://www.atvmir.ru/index.php?format=feed&type=atom,0,1,3,1,0,1,0,0,0,1,0,2,52,0,1,13,0,9,2,0,41,1
http://www.fritec.nl/index.php/service/links/36-bedrijven,0,1,3,1,0,4,0,0,0,0,1,0,57,0,1,13,1,9,2,2,44,1
http://www.collectif-potager-wimmenau.fr/index.html?page_id=36&replytocom=7,0,1,3,1,0,1,0,0,0,1,2,2,75,0,1,33,0,10,2,3,58,1
terriengland.com/,0,0,1,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,-1,0,15,0
tickets.latimes.com/tickets/kevin-mahogany-schedule.aspx,0,0,3,0,0,2,0,0,0,0,2,0,56,0,0,0,0,7,-1,0,49,0
account.swtor.com.support.rn-login.in/index.htm?app=wam&amp;ref=login.html?destination=home,0,0,7,0,0,1,0,0,0,2,1,3,91,0,0,0,1,9,-1,0,75,0
shamane-cosmetiques.com/fr/jwplayer/Paypal.ca/Thanks.php?cmd=_account,0,0,3,0,0,4,0,0,0,1,1,1,69,0,0,0,1,2,-1,0,58,0
www.schorpp.ch/index.html,0,0,3,1,0,1,0,0,0,0,0,0,25,0,0,0,0,10,-1,0,21,1
bookrags.com/biography/rudolph-a-marcus-wsd/,0,0,1,0,0,3,0,0,0,0,3,0,44,0,0,0,0,9,-1,0,37,0
bonaventuregalleria.com/,0,0,1,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,-1,0,22,0
shelbycountytexashistory.org/Shelby/Shelbydead/Wad-Walk.htm,0,0,2,0,0,3,0,0,0,0,1,0,59,0,0,0,0,6,-1,0,53,0
www.osnproperty.com/verify1.php,0,0,3,1,0,1,0,0,0,0,0,0,31,0,0,0,0,11,-1,1,26,0
amazon.com/Paul-Bley/e/B000APYNC6,0,0,1,0,0,3,0,0,0,0,1,0,33,0,0,0,0,9,-1,4,24,0
http://85.239.33.177/bins/phantom.arm,1,1,4,0,0,2,0,0,0,0,0,0,37,0,1,13,0,4,-1,10,18,0
jeremyegner.blogspot.com/,0,0,2,0,0,1,0,1,0,0,0,0,25,0,0,0,0,0,-1,0,22,0
http://115.50.66.218:49053/bin.sh,0,1,4,0,0,1,0,0,0,0,0,0,33,0,1,19,0,6,-1,15,9,1
publish.comcast.net/dpath/R16EVJRsGe2dgpiRjUKUmBCIqPKH6YqkwWES5CaqITdrASScsCwWWDBuYlXb1VP05VEwnaDgAqxKM3UEu9lnndAtOpo9wVMUhN9l-nsBVd4exPjRQCYMd13mIfW3_v-Ez37bIl-9M9laL2f3IX4PjA/,0,0,2,0,0,3,0,0,0,0,3,0,177,0,0,0,0,5,-1,23,145,0
www289.paypal.co.uk.95466.ssl-220.mx/js/webapps/uk/mpp/?cmnd=_lg&nav=_96CD9303703E74A745E3,0,0,6,1,0,5,0,0,0,1,1,2,90,0,0,0,0,2,-1,26,46,0
filepie.us/?title=Le_Canal_Nouvelles,0,0,1,0,0,1,0,0,0,1,0,1,36,0,0,0,0,0,-1,0,30,0
juggle.com/baseball/baseball-players/-names-starting-with-i,0,0,1,0,0,3,0,0,0,0,5,0,59,0,0,0,0,8,-1,0,50,0
https://mitsui-jyuku.mixh.jp/uploads/39443fvasea.exe,0,1,3,0,0,2,0,0,0,0,1,0,52,1,1,20,0,7,2,5,38,1
grcxtreme.com/,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,-1,0,12,0
www.peakviewpreprimary.co.za/wp-includes/js/bigpondupdate.php,0,0,4,1,0,3,0,0,0,0,1,0,61,0,0,0,1,11,-1,0,53,0
city-data.com/city/Spring-Valley-New-York.html,0,0,2,0,0,2,0,0,0,0,4,0,46,0,0,0,0,4,-1,0,38,0
http://okumaaliskanligi.com/component/content/article/11/95-beynimiz-nasil-ogreniyor.html,0,1,2,0,0,5,0,0,0,0,3,0,89,0,1,20,0,9,3,4,72,1
watsonmills.com/,0,0,1,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,-1,0,14,0
chacha.com/question/who-was-wwe-rookie-david-otunga%27s-pro-wrestler,0,0,1,0,0,2,0,0,1,0,7,0,68,0,0,0,0,8,-1,2,55,0
https://blog.bisthai.com/wp-content/uploads/2020/04/amex/amex,0,1,2,0,0,6,0,0,0,0,1,0,61,1,1,16,0,10,3,6,43,1
absoluteastronomy.com/topics/CanDeal,0,0,1,0,0,2,0,0,0,0,0,0,36,0,0,0,0,6,-1,0,33,0
montreal.en.craigslist.ca/,0,0,3,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,-1,0,22,0
docstoc.com/docs/58631157/Underwood-Information,0,0,1,0,0,3,0,0,0,0,1,0,47,0,0,0,0,4,-1,8,34,0
ourorigins.org/genealogielistfirstname.aspx?ancestor=12&Family=Audet_139&lng=en,0,0,2,0,0,1,0,0,0,1,0,3,79,0,0,0,0,28,-1,5,64,0
mylittlequests.com/wp-admin/user/Paypal_Virefication/a585ee4c9689c05de38567987dbe4bbc/,0,0,1,0,0,5,0,0,0,0,1,0,86,0,0,0,0,8,-1,19,59,0
myspace.com/bigrenz,0,0,1,0,0,1,0,0,0,0,0,0,19,0,0,0,0,7,-1,0,17,0
http://www.shaborooz.ir/index.php?option=com_content&view=article&id=14:1390-02-01-06-26-16&Itemid=11,0,1,3,1,0,1,0,0,0,1,5,4,101,0,1,16,0,9,2,18,61,1
daytimeconfidential.zap2it.com/news/cady-mcclain,0,0,2,0,0,2,0,1,0,0,1,0,48,0,0,0,0,4,-1,1,42,0
https://zwthdkhsfwqwq.weebly.com/,0,1,2,0,0,1,0,0,0,0,0,0,33,1,1,24,0,0,3,0,27,0
http://crosstownstation.com/cs/index.html?option=com_content&view=article&id=68&fontstyle=f-smaller,0,1,2,0,0,2,0,0,0,1,1,4,99,0,1,20,0,2,3,2,80,1
alexandrialegends.com/,0,0,1,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,-1,0,20,0
www.webcabcomponents.com/dotNET/,0,0,2,1,0,2,0,0,0,0,0,0,32,0,0,0,0,6,-1,0,28,1
https://new.express.adobe.com/webpage/Dua5zSVAcZH8L,0,1,3,0,0,2,0,0,0,0,0,0,51,1,1,21,0,7,3,2,41,0
http://45.153.34.78/sh4,1,1,3,0,0,1,0,0,0,0,0,0,23,0,1,12,0,3,-1,10,6,0
http://kccs.nichost.ru/index.php?view=article&id=25:people&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=41,0,1,3,0,0,1,0,0,0,1,0,8,131,0,1,15,0,9,2,5,101,1
http://cross-editor.gl.at.ply.gg:51400/whoareyou/dwajiow/dopenewsman/wewe9.johnsmith,0,1,5,0,0,4,0,0,0,0,1,0,84,0,1,31,0,9,2,6,64,0
sharetv.org/shows/dan_vs/season_1,0,0,1,0,0,3,0,0,0,0,0,0,33,0,0,0,0,5,-1,1,26,0
arashi.synthasite.com/,0,0,2,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,-1,0,19,0
http://leaderinfife.org/index.php?view=article&id=55:how-to-apply&format=pdf&option=com_content&Itemid=62,0,1,2,0,0,1,0,0,0,1,2,5,105,0,1,16,0,9,3,4,81,1
http://www.mudd.com.au/contact-us.1,0,1,4,1,0,1,0,0,0,0,1,0,35,0,1,15,0,12,6,1,25,1
www.nirvana.beanos.com/site/,0,0,3,1,0,2,0,0,0,0,0,0,28,0,0,0,0,4,-1,0,23,1
bradmccrady.com,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,-1,0,14,1
youmix.co.uk/search?q=GarthIvan%20-%20Transatlantic%20Sessions%20006,0,0,2,0,0,1,0,1,4,1,1,1,68,0,0,0,0,6,-1,11,47,0
abolishthegmc.blogspot.com/,0,0,2,0,0,1,0,1,0,0,0,0,27,0,0,0,0,0,-1,0,24,0
http://38.150.1.242/b.sh,1,1,4,0,0,1,0,0,0,0,0,0,24,0,1,12,0,4,-1,9,7,1
https://docs.google.com/forms/d/e/1FAIpQLScB-ck43iaBrukq-rTijaHHVLreYAi4PP8d1yu4ph1mOazQIQ/viewform,0,1,2,0,0,5,0,0,0,0,2,0,99,1,1,15,0,5,3,8,79,1
www.virtualquincy.com/quincy/ag/index.html,0,0,3,1,0,3,0,0,0,0,0,0,42,0,0,0,0,6,-1,0,36,1
https://www.xiolue.com,0,1,2,1,0,0,0,0,0,0,0,0,22,1,1,14,0,0,3,0,17,1
done-potection-server-acc.000webhostapp.com,0,0,2,0,0,0,0,0,0,0,3,0,43,0,0,0,0,0,-1,3,35,1
obits6.com/,0,0,1,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,-1,1,8,0
deskaegzoz.com/templates/deska8990/1915600817/login9342394/,0,0,1,0,0,5,0,0,0,0,0,0,59,0,0,0,1,9,-1,21,32,0
http://jhprinting.net/index.html,0,1,2,0,0,1,0,0,0,0,0,0,32,0,1,14,0,10,3,0,26,1
dailymotion.com/video/x2ktdg_lumidee-ft-empire-isis-crazy-rizmo_music,0,0,1,0,0,2,0,0,0,0,5,0,69,0,0,0,0,5,-1,1,58,0
vodpod.com/watch/5107515-ufc-124-pat-audinwood-vs-john-makdessi-part-2-of-2,0,0,1,0,0,2,0,0,0,0,11,0,75,0,0,0,0,5,-1,12,49,0
houseofargentina.com/,0,0,1,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,-1,0,19,0
secure-intl-2173shdajkh123129hsa.com,0,0,1,0,0,0,0,0,0,0,2,0,36,0,0,0,0,0,-1,10,23,1
http://167.172.60.241/SBIDIOT/arm7,1,1,3,0,0,2,0,0,0,0,0,0,34,0,1,14,0,7,-1,12,14,1
http://djkatrina.ru/muzyka/napravleniya-klubnoi-muzyki/ambient-dub.html,0,1,2,0,0,3,0,0,0,0,3,0,71,0,1,12,0,6,2,0,60,1
ebay.com/sch/i.html?_nkw=nalley,0,0,2,0,0,2,0,0,0,1,0,1,31,0,0,0,0,3,-1,0,24,0
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=bmljb2xlLnF1YWlzZXJAcmFnZG9sbHMtdm9uLXJha2hzaGFuZGEuZGU=,0,0,3,0,0,2,0,0,0,1,0,3,120,0,0,0,1,9,-1,7,101,0
tvguide.com/celebrities/robert-b-williams/171992,0,0,1,0,0,3,0,0,0,0,2,0,48,0,0,0,0,11,-1,6,36,0
usa-people-search.com/Find-Judy-Mcmanus.aspx,0,0,2,0,0,1,0,0,0,0,4,0,44,0,0,0,0,22,-1,0,37,0
en.wikipedia.org/wiki/VP8,0,0,2,0,0,2,0,0,0,0,0,0,25,0,0,0,0,4,-1,1,20,1
helis.com/database/unit/871_HMCS_Qu_Appelle/,0,0,1,0,0,4,0,0,0,0,0,0,44,0,0,0,0,8,-1,3,33,0
mun.ca/research/funding/nonprofit-can.html,0,0,2,0,0,3,0,0,0,0,1,0,42,0,0,0,0,8,-1,0,36,0
https://pub-7facb6727f1942b8beeddeb3c09d2c77.r2.dev/andreacoelhoadvogadosfddefer4434343443.html,0,1,3,0,0,1,0,0,0,0,1,0,95,1,1,43,0,43,6,27,60,0
answers.yahoo.com/question/index?qid=20111021144524AAI2tcc,0,0,2,0,0,2,0,0,0,1,0,1,58,0,0,0,0,8,-1,15,37,0
sonnysimmons.org/,0,0,1,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,-1,0,15,0
washingtonhighways.blogspot.com/2008/04/washington-state-route-5.html,0,0,3,0,0,3,0,1,0,0,3,0,69,0,0,0,0,4,-1,7,53,0
http://www.arctic-photo.de/x.txt,0,1,3,1,0,1,0,0,0,0,1,0,32,0,1,19,0,5,2,0,24,1
https://q-r.to/bfEd4D,0,1,1,0,0,1,0,0,0,0,1,0,21,1,1,6,0,6,2,1,14,0
https://form.jotform.com/251969394827072,0,1,2,0,0,1,0,0,0,0,0,0,40,1,1,16,0,15,3,15,19,0
imdb.com/title/tt1375666/,0,0,1,0,0,3,0,0,0,0,0,0,25,0,0,0,0,5,-1,7,14,0
filmsandtv.com/movies/montagulove.php,0,0,2,0,0,2,0,0,0,0,0,0,37,0,0,0,0,6,-1,0,33,0
topprospectalert.com/2011/10/02/kansas-city-royals-top-15-prospects-post-season-report-card/,0,0,1,0,0,5,0,1,0,0,9,0,92,0,0,0,0,4,-1,10,67,0
islam-watch.org/AdrianMorgan/Oakland-Black-Muslims-Murder-Torture-Fraud.htm,0,0,2,0,0,2,0,0,0,0,6,0,75,0,0,0,0,12,-1,0,65,0
http://45.137.70.157/arm5,1,1,3,0,0,1,0,0,0,0,0,0,25,0,1,13,0,4,-1,11,7,0
youtube.com/watch?v=t297C0HdzOU,0,0,1,0,0,1,0,0,0,1,0,1,31,0,0,0,0,5,-1,4,23,0
https://qrco.de/bfE81v,0,1,1,0,0,1,0,0,0,0,0,0,22,1,1,7,0,6,2,2,15,0
https://fr-mondial-locker.com/,0,1,1,0,0,1,0,0,0,0,2,0,30,1,1,21,0,0,3,0,23,0
chiselapp.com/user/venks/repository/emacs-fossil/,0,0,1,0,0,5,0,0,0,0,1,0,49,0,0,0,0,4,-1,0,42,1
latenightwithjimmyfallon.com/blogs/2011/08/legend-tony-orlando-performs-knock-three-times-with-will-forte-and-jimmy/,0,0,1,0,0,5,0,0,0,0,11,0,116,0,0,0,0,5,-1,6,93,0
clits.net/,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,-1,0,8,0
http://5.235.193.161:1403/i,0,1,3,0,0,1,0,0,0,0,0,0,27,0,1,18,0,1,-1,14,5,0
lwn.net/Articles/59492/,0,0,1,0,0,3,0,0,0,0,0,0,23,0,0,0,0,8,-1,5,14,1
https://q-r.to/bfLIte,0,1,1,0,0,1,0,0,0,0,1,0,21,1,1,6,0,6,2,0,15,0
flickr.com/photos/tommykane/,0,0,1,0,0,3,0,0,0,0,0,0,28,0,0,0,0,6,-1,0,24,0
